Name,Average.coverage,Reference.length
1,0.027,3912990
2,0.009,1876758
3,0.021,1337227
4,19.240,1133936
5,18.124,1003836
6,0.011,773360
7,26.334,759631
8,18.299,734980
9,17.936,723808
10,0.010,636359
11,0.007,638964
12,0.037,571069
13,0.010,516923
14,0.014,483606
15,0.007,306479
16,0.004,419891
17,0.011,381710
18,0.053,416673
19,120.793,412824
20,0.012,384568
21,0.015,381011
22,0.011,357381
23,0.005,266498
24,0.007,279257
25,0.022,340671
26,0.016,314528
27,0.011,319004
28,0.007,323709
29,1.478,328260
30,0.016,326078
31,18.123,323322
32,0.009,274429
33,0.011,297873
34,0.005,285120
35,0.008,272820
36,26.016,295317
37,130.593,295294
38,116.449,294396
39,0.014,229478
40,19.497,277299
41,0.037,257414
42,28.802,274192
43,0.004,263920
44,8.571,270848
45,133.073,269954
46,115.688,268782
47,0.011,262208
48,0.005,262018
49,0.013,241125
50,0.005,173518
51,0.010,207657
52,0.023,252364
53,0.007,234193
54,7.888,256105
55,0.051,221940
56,17.328,250641
57,0.007,238389
58,0.009,240870
59,17.459,243198
60,0.004,224525
61,1.362,240328
62,0.016,200014
63,18.897,227742
64,24.877,227689
65,0.047,226884
66,0.008,205800
67,0.009,190641
68,28.504,223544
69,20.770,221015
70,1.407,201086
71,0.033,191478
72,0.085,183093
73,0.008,212349
74,7.754,212624
75,18.645,212488
76,16.507,211561
77,1.016,210909
78,119.546,209573
79,8.624,209126
80,19.548,206239
81,8.214,205412
82,0.008,150291
83,1.798,202300
84,0.008,175390
85,24.515,199237
86,0.017,197042
87,0.024,155427
88,1.514,191149
89,0.090,188427
90,0.029,173814
91,0.007,180741
92,0.040,181918
93,0.065,162998
94,0.023,165834
95,0.067,166339
96,0.025,155781
97,0.009,174162
98,27.119,179293
99,0.010,149807
100,18.140,177148
101,0.019,157775
102,18.998,174941
103,0.005,130124
104,0.016,156961
105,8.298,172385
106,0.018,151067
107,0.003,57205
108,0.003,158876
109,0.014,161990
110,20.207,166717
111,17.669,165812
112,0.005,163218
113,119.133,161825
114,16.280,161625
115,0.292,159899
116,36.749,160567
117,20.114,160218
118,0.007,104897
119,0.014,140368
120,0.010,124728
121,0.077,150689
122,17.024,156616
123,9.599,156412
124,0.043,145785
125,9.396,154157
127,0.008,73410
128,20.027,152771
129,0.076,127108
130,19.488,151076
131,120.462,150290
132,0.003,146108
133,0.039,139249
134,0.009,127280
135,1.565,147616
136,20.472,146672
137,0.112,140787
138,0.069,139601
139,9.399,146383
140,8.055,146111
141,0.008,114307
142,8.130,145821
143,9.985,145279
145,0.057,139403
146,0.006,134616
147,23.736,142860
148,0.009,130526
149,20.261,141875
150,15.237,141812
151,19.926,141606
152,0.047,132822
153,27.773,141243
154,0.007,112092
155,114.257,141238
157,0.022,43429
158,0.034,17767
159,7.163,139875
160,5.719,139525
161,17.160,139338
162,0.014,126694
163,17.896,136869
164,19.477,135142
165,0.021,124427
166,19.191,133606
167,0.101,129128
169,0.005,126399
170,19.735,131886
171,0.022,126301
172,18.975,130463
173,7.542,130302
174,15.520,130119
175,27.685,130012
176,0.096,124232
177,0.017,75771
178,9.964,128096
179,0.007,127092
180,0.096,118420
181,9.786,126538
182,0.019,92820
183,147.312,124620
184,18.073,124471
185,0.053,111983
186,9.910,124039
188,0.006,118397
190,14.672,120588
192,6.685,119790
193,8.481,119781
194,122.493,119400
195,6.925,118960
196,0.028,111953
